candidate_id,annotator_id,elliptical_type,candidate_text,span,sentence_quality,acquisition_method
sim_v0_18196,3,Subject Drop,Bir daha MacKendrick topraklarına ayak basmayacağım.,[],True,raw
seed_3,1,Object Drop,O yulafa tarçın koyar ama ben koymam.,,,gold
aug_prop_13673,3,Genitive Drop,"Cundullah hemen ona doğru döndü , tornavida elinde hazır bekliyordu .",['ona'],True,augmentation
aug_prop_12781,5,Genitive Drop,"Alper ona bakmadan , başı eğik , konuştu .",['Alper'],True,augmentation
aug_prop_23460,1,Genitive Drop,"Kafasının içinde ki çılgın bir ses gıdaklar gibi konuştu : "" Elif artık ne dir ?",,,augmentation
sim_v0_2519,1,Subject Drop,Ardından kitabı eğdi ve gözlerimiz birleşti.,,,raw
aug_prop_24891,3,Subject Drop,Mehmet çenesini kaldırdı ve cevap verdi .,['Mehmet'],True,augmentation
aug_prop_4427,3,No Ellipsis,Çoğu Aurora insanı yürüyüş yapar  ben onlardan biri değilim.,[],True,augmentation
aug_prop_4291,5,Genitive Drop,Babası Yezid ile kız kardeşi Havva da sahabe idiler.,[],True,augmentation
aug_prop_8989,3,Subject Drop,Handan parmaklarla boğuşurken yüzüne sıcaklık bastı ve gözlerinde basınç oluştu .,[],True,augmentation
sim_v0_2766,1,Subject Drop,Tam konuşmasını tamamlamıştı ki Barling göründü.,,,raw
aug_prop_5595,5,Genitive Drop,Lütfi arabayı durdurdu ve farlarım söndürdü .,[],True,augmentation
dkm_0_32377,1,Object Drop,"Sevgiliyle sürdüğümüz safâyı, ettiğimiz zevki kimsecikler bilmez, ancak Tanrı bilir.",,,raw
aug_prop_19984,1,Genitive Drop,"Meltem , onun ‘evet’ini duyuyor , ama iştahı kursağında kalıyor .",,,augmentation
seed_2671,1,Fragment,Bizim bizzat şahit olduğumuz.,[],True,gold
aug_prop_5727,1,Object Drop,Uygun dokuz ifadesini korudum ; anlaması mümkün değil .,['Uygun dokuz ifadesini'],True,augmentation
aug_prop_3222,5,Genitive Drop,Dany geçerken ölmekte olan atlar başlarını kaldırıp çığlık attılar.,['ölmekte olan atlar'],True,augmentation
yiepn_0_8092,1,Subject Drop,"Sonra arkasını dönüp odanın köşesine gitti, kesin bir kararla.",,,raw
dkm_0_48507,1,Gapping,"Yüzünü gören kişinin gözüne yeryüzündeki define de soluk görünür, gökyüzündeki Ay da.",,,raw
aug_prop_10724,1,Genitive Drop,Bora tek kaşını kaldırdı .,['Bora'],True,augmentation
aug_prop_21984,5,Genitive Drop,Deniz her taş atışında gökyüzünü inceledi .,[],True,augmentation
aug_prop_18422,1,Object Drop,Hale ona yardımcı olabilecek birtakım ilaçlar almasını önermiş ama Hümeyra istememiş .,,,augmentation
aug_prop_1179,3,Genitive Drop,Derin bir nefes aldı  yüzü ciddiydi.,[],True,augmentation
seed_2426,1,Fragment,Solucanı yanlışlıkla öldürdüğünü.,[],True,gold
aug_prop_7569,1,Object Drop,"Duygu Bey tanı yamıyordu , ama adam adını saygıyla söyleyerek eline uzanmıştı bile .",,,augmentation
aug_prop_24422,6,Genitive Drop,"Muhammed , peykeden atladı , gözlerini kırpıştırarak yürüdü .",['Muhammed'],True,augmentation
aug_prop_4674,5,Subject Drop,Hintçeden başka dil bilmiyor  kızı tercüman.,[],True,augmentation
sim_v0_24797,5,Genitive Drop,Calvin’in durumu bilmediğinden haberim yoktu.,[],True,raw
aug_prop_24850,3,Genitive Drop,"Hüseyin Suat çarık giymiş , ayaklarını güzelce sarmıştı .",['Hüseyin Suat'],True,augmentation
aug_prop_1972,5,Subject Drop,Sherin'in bakışlarını üzerinde hissetti ama ona bakamayacağını düşündü.,[],True,augmentation
sim_v0_15891,3,Genitive Drop,"Steiner soluk soluğa durdu, yüzü yasla gerilmişti.",['Steiner'],True,raw
sim_v0_3500,3,Object Drop,Arı kovanına çomağı sokmuş ve öylece bırakmıştı.,['Arı kovanına'],True,raw
aug_prop_1761,3,Subject Drop,Kızdan telefon numarasını aldı.,[],True,augmentation
aug_prop_2002,5,Genitive Drop,Lestat'tan bahsetmek bana acı veriyordu; Kelimeler dudaklarımdan buharlaştı.,['bana'],True,augmentation
aug_prop_6455,0,Object Drop,Teyp muhtemelen o titremeyi kayda almayacaktı ama Osman salih hatırlayacaktı .,['titremeyi'],True,augmentation
seed_367,1,Argument Drop,Bu bilgi dışarıya yayılmasın desek de şirketteki köstebek bilgiyi yaymış.,,,gold
seed_484,1,Object Drop,"Kerem şarap tadımı yapacak, biz de katılacağız.",['şarap tadımı'],True,gold
aug_prop_6045,5,Genitive Drop,Emel cennet Ceren henüz gezisinden dönmemişti .,['Emel cennet Ceren'],True,augmentation
aug_prop_7039,1,Genitive Drop,"Elif söyleyecek birşeyler aradı , ama neşesi kaçmıştı .",,,augmentation
sim_v0_20560,5,Object Drop,Zihninin yüzeyi ise bulamayacağını biliyordu.,[],True,raw
avgja_0_2560,1,Genitive Drop,"Adamcağız şu oturduğumuz odada evlenme önerdi Lizzy’ye, ama o istemedi.",[],True,raw
aug_prop_10610,3,Object CP Drop,"Nerede olduklarını ben bilmiyorum , ama Merve bize söyleyebilir .",['Nerede olduklarını'],True,augmentation
sim_v0_4022,1,Genitive Drop,"Leia başını salladı, kalbi sızlıyordu.",,,raw
sim_v0_3948,3,Genitive Drop,Kız kardeşimi aramak istedim ama çok bitkindim.,[],True,raw
seed_372,1,Argument Drop,İlk kitabın filme uyarlaması tutunca serinin diğer kitapları da uyarlandı.,,,gold
aug_prop_18292,5,Subject Drop,Hasibe gibi sarılmışız gümüş gibi bedeninize ; misk gibisiniz çünkü .,[],True,augmentation
ycc_0_9628,1,Genitive Drop,"Kaba olmak istemem kaptan, ama gitmem gerekiyor.",[],True,raw
sim_v0_7627,5,Genitive Drop,"""Çıkış noktanızı anlıyorum, Avukat Palmgren.",[],True,raw
aug_prop_25308,1,Sluicing,"Kardeşimiz Abdülsamet bir küçük musibeti varmış diye yazıyor , ne imiş ?",,,augmentation
aug_prop_14439,1,Object Drop,"Mehtap adlı bir çocuk dünyaya getirince efendisi azat eder , nikâhlar .",,,augmentation
aug_prop_7174,1,Subject Drop,Sonunda Mesut yönüne gitmeye karar verdi .,[],True,augmentation
aug_prop_22729,3,Genitive Drop,Samet sancar ceketinin ucunu tuttu ve dengesini bozdu .,[],True,augmentation
sim_v0_14475,5,Subject Drop,"Saat dokuzda küçük salondaki ateşe ayaklarını uzatmış, sevgilisini bekliyordu.",[],True,raw
sluice_4160,3,Genitive Drop,Wisconsin'de peynirleri ve inekleri var ama başka ne var?,[],True,gold
aug_prop_21776,3,Genitive Drop,Serkan yarım daire biçiminde toplanmalarını istedi .,[],True,augmentation
isemw_0_1225,1,Genitive Drop,"Kadının anlamış olmasını diledi, onu anlayacak kadar bağışlayıcı olmasını.",['Kadının'],True,raw
aug_prop_8053,1,Gapping,"Ben hiç sembol okuyucu görmedim , onu okuyan dört de .",,,augmentation
sim_v0_3632,1,Object Drop,Serveti mükemmel surette yaratır ama kötü bölüştürür.,,,raw
sim_v0_8823,5,Genitive Drop,"Amacı, ticaret alanında milliyetçiliği sağlamaktı.",[],True,raw
aug_prop_1688,3,Object Drop,Yerin suyunu içer  dilediği gibi dağıtırdı.,['suyunu'],True,augmentation
aug_prop_16396,3,Genitive Drop,Mehmet ne istediğini açıkladı ve Pinar tekrarladı .,['Mehmet'],True,augmentation
sim_v0_1035,1,Subject Drop,Onun yaklaşımı farklıdır ama karşıt değildir.,,,raw
aug_prop_15960,3,NP Drop,on üç tabldot mideye indirdi ; beş litre de şarap içtiler .,[],True,augmentation
sim_v0_21782,5,Subject Drop,"Dikkatli ol, ona bulaşma.",[],True,raw
sluice_2772,3,Subject Drop,Ama hangi uçuş olduğunu bilmiyordu.,[],True,gold
sim_v0_15291,3,Genitive Drop,Ailem başka bir ilişkiyi ve bağlantıyı asla kabul etmezdi.,[],True,raw
sim_v0_8088,6,No Ellipsis,"""Lütfen şunun üzerine imzanızı atın."" Hardman isteneni yaptı.",[],True,raw
aug_prop_20001,5,Genitive Drop,Yücel hiç düşünmeden üzerinden yorganını attı ve doğrudan bornozuna uzandı .,['Yücel'],True,augmentation
seed_1229,1,Subject Drop,Çorabının tekini hala bulamadın mı?,,,gold
aug_prop_2117,5,Genitive Drop,Kadir'in beni hapiste bıraktığını hepsi biliyordu ama sorun değildi.,[],True,augmentation
seed_32,1,Object Drop,Rüzgar mumu söndürebilir ama biz tekrar yakarız.,,,gold
aug_prop_17330,5,Subject Drop,Nilay mektubu artık kalbinin üstünde taşımıyordu fakat bu sözleri beynine ve gönlüne kazımıştı .,['Nilay'],True,augmentation
sim_v0_18154,5,Genitive Drop,O da babamın üstünlüklerine hayran kalacaktır.,[],True,raw
sim_v0_21488,3,Genitive Drop,Gökyüzünde yıldızlar soğuk parlaklıklarıyla parıldıyordu.,['yıldızlar'],True,raw
sszia_0_6041,1,Gapping,"Bebekliğini biliyorum senin, ilk adımlarını, ilk sözcüklerini.",['biliyorum'],True,raw
aug_prop_7334,1,Genitive Drop,"Ayla ikilinin kabardığını görebiliyordu , ama Yildirim , elini kemerinde ki kına götürdüğü eline bakıyordu .",,,augmentation
aug_prop_4438,3,Genitive Drop,Kadir orada yaptıklarını beğendi  ben de beğendim.,['Kadir'],True,augmentation
seed_358,3,Object Drop,Ona çok kırıldığı için bir özür bekliyor.,[],True,gold
seed_2022,3,Genitive Drop,Tutukludan aklındakileri bize anlatmasını istedik.,[],True,gold
aug_prop_9733,6,Subject Drop,Fatih elini kurtardı ve geriye düştü .,['Fatih'],True,augmentation
sim_v0_20407,5,Fragment,Roma imparatoru Frederik Barbaros'un oğlu.,[],True,raw
aug_prop_1201,3,Subject Drop,Derin bir nefes alıp mutfağa girdi.,[],True,augmentation
aug_prop_25766,6,Fragment,Eğer İrem zaten orada değilse ...,[],True,augmentation
aug_prop_14406,4,Subject Drop,"Hüseyin fotoğrafa baktı ve gözlerini kıstı , düşündü .",['Hüseyin'],True,augmentation
aug_prop_5074,5,Genitive Drop,Maliyetini sonra ödeyeceğim.,[],True,augmentation
odhm_0_1334,3,Genitive Drop,"Dünyanın insan yapımı olmayan bir parçasını istiyordum, kusma raddesine geldiğim insandan tamamen bağımsız bir parçasını.",[],True,raw
aug_prop_24721,1,Argument Drop,"Kendiliğinden devinme gücünden biz , diriliği anlıyoruz ama Kübra , ruhu anlıyor .",,,augmentation
sim_v0_3570,5,Subject Drop,Duygularım karşısında çok terbiyesiz ve çok düşüncesizdiniz.,[],True,raw
aug_prop_18652,3,Genitive Drop,Sevil omuzlarını silkti ve zarfı açtı .,['Sevil'],True,augmentation
aug_prop_17541,3,Genitive Drop,Şuayip kapıyı açtı ve girmesini bekledi .,[],True,augmentation
seed_1393,1,Object Drop,"Biz iş yerinde yeni bir program deniyoruz, ay sonu değerlendireceğiz.",[],True,gold
sim_v0_16234,5,Genitive Drop,Eski kahverengi ayakkabılarını sardırdı; parasını ödeyip çıktı.,[],True,raw
theap_0_14789,5,Argument Drop,"Adamlar şimdilik kaçmayı başardı, ama polis peşlerine düştü ve bazılarının yakalanması an meselesi.""",['polis'],True,raw
aug_prop_13502,6,Genitive Drop,İbrahim fuat gözlerini kapattı ve başını salladı .,['İbrahim fuat'],True,augmentation
aug_prop_5909,1,Gapping,"Başkan onun yüzünde ki ifadeyi gördü , Hümeyra sansar gözlerinin kıpkırmızı parlamasını da .",,,augmentation
udpr_0_3153,3,VP Ellipsis,Sözüm ona bir nöbet sırası tesbit ettik ama o ne ikimiz de uyuyamıyoruz.,[],True,raw
aug_prop_3930,1,Object Drop,Yeni yasayı onayladılar ama polis uygulamadı.,,,augmentation
aug_prop_3897,1,Object Drop,Çiçekleri kendime alırım  sen almazsın.,,,augmentation
aug_prop_123,3,Genitive Drop,Arkadaşlarınla ​​tanıştık ama seninle değil.,[],True,augmentation
sim_v0_2606,1,Genitive Drop,Yağmur cildimi acıtıyordu ve gözlerime doluyordu.,,,raw
aug_prop_15527,6,Subject Drop,Ertan omzunu öptü ve onu okşadı .,['Ertan'],True,augmentation
seed_406,3,Genitive Drop,Bebeği yatırdı ve uyuması için masal okudu.,['Bebeği'],True,gold
sluice_272,3,Subject Drop,`` Mahkemeye çıkıp inerdim `` dedi `` ama ne kadar etkili bilmiyorum . '',[],True,gold
sim_v0_21477,5,Genitive Drop,[223] Sizler muhakkak Rabbinize kavuşacaksınız!,['Sizler'],True,raw
aug_prop_15839,1,Genitive Drop,"Begüm dişlerini sıktı , sözleri acıyla donuklaştı , ama ağzından ses çıkmadı .",,,augmentation
sim_v0_14394,5,Genitive Drop,Allah'ın lütfundan rızkınızı aramanız için orada suyu yararak giden gemileri görürsünüz.,[],True,raw
aug_prop_139,3,Genitive Drop,Bernard ona güldü ve parmağını büktü.,['Bernard'],True,augmentation
sim_v0_20503,3,Genitive Drop,Yarın kızım rahibe giysisi giyecek.,[],True,raw
aug_prop_13584,1,Gapping,"Hiç şüphe yok ki Nurhan Büşra emri de irade eder , nehyi de .",,,augmentation
seed_2572,1,Fragment,Girdaptan kaçmak için belki.,[],True,gold
sim_v0_967,3,Genitive Drop,"Elini boğazına soktu ve kılçığı çıkardı.""",[],True,raw
aug_prop_19325,5,Stripping,"İbrahim fuat Mehmet ali ufak tefekti , ama Birsen öyle değildi .",['ufak tefekti'],True,augmentation
seed_2531,1,Fragment,Şişman olduğu için.,[],True,gold
aug_prop_20217,3,Genitive Drop,Esra cevap vermesini bekledi fakat Ülkü konuşmadı .,['Ülkü'],True,augmentation
aug_prop_16998,1,Object Drop,Çoğu fizikçi bu çatışmanın doğasını anlamadı ; ama Ahmet anladı ve bu çatışma 1905 yazısını dayandırdığı temeli oluşturdu .,,,augmentation
aug_prop_9877,1,Object Drop,"İsmail Perver reddetti , ama babası aldı ve ikisi de sigaralarını yaktılar .",,,augmentation
sim_v0_4143,1,Genitive Drop,Gözlerini göğe kaldır çünkü İsa geliyor.,,,raw
aug_prop_25668,1,Genitive Drop,"Can sâkîsi de sensin , İpek gemisi de sen ; sağrağın boşken şu ciğerim ne de kanlarla dolu dur .",,,augmentation
seed_2611,3,Genitive Drop,Özlem'le görüşmemesi için.,[],True,gold
aug_prop_10209,1,Genitive Drop,Ahmet com’dan biri ilanıma cevap vermişti .,[],True,augmentation
aug_prop_9078,3,Subject Drop,O zaman hemen atılıp sözü değiştiriyor ve Fahri konuşmaya başlıyor .,[],True,augmentation
sim_v0_18452,5,Subject Drop,Aldığı kararın isabeti hakkında kuşkuya düştü.,[],True,raw
yerj_0_595,1,Genitive Drop,"Kuzgun onları görmemiş gibiydi, ama yaklaşan binici kısa süre sonra görüş alanına girecekti.",,,raw
aug_prop_17145,5,Genitive Drop,Mustafa alican gazeteyi kaptı ve ziyaretçilerine gösterdi .,['Mustafa alican'],True,augmentation
aug_prop_21465,1,Object Drop,Kendisi alaturka mûsik î sevmez ama Hamdi sever .,,,augmentation
sluice_1379,3,Subject Drop,"Hayzlett, “Hayatım boyunca nedenini anlayamıyorum” dedi.",[],True,gold
aug_prop_21807,1,Pronominal Strategy,""" Mayınlar iki tanesini öldürdü ; ama gerisi de gelecek Ayşe .",,,augmentation
aug_prop_6535,3,Genitive Drop,Emrah onu evcil hayvanı olarak besleyebilir ya da Sur’a gönderebilir .,['Emrah'],True,augmentation
kssaos_0_1476,1,Subject Drop,"Bir kere daha yüzü bembeyaz kesildi, öyle ki bayılacağını sandım.",,,raw
aug_prop_24793,1,Genitive Drop,Az önce küçük Murat kucağımda şen şakrak gülüyordu ama bir anda başı göğsüne düştü ve öldü .,,,augmentation
aug_prop_21676,5,Genitive Drop,Gökhan işim bitsin .,[],True,augmentation
aug_prop_4574,3,Subject Drop,Vladimir İvanoviç cebini karıştırdı  çakmağını buldu ve yaktı.,['Vladimir İvanoviç'],True,augmentation
sim_v0_24473,5,Genitive Drop,Hızlı çekişli tuzağı görür görmez tanımıştım çünkü babam da onlardan kullanırdı.,[],True,raw
dkm_0_31337,1,Gapping,"Onunla buluştuğum günün harareti, denizin de gönlünü coşturur, dağın da.",,,raw
sim_v0_18080,5,Subject Drop,Sultan Galiyev’in kendi mirasına göz atalım.,[],True,raw
sim_v0_1059,1,Subject Drop,Strathmore'un sözleri aklına geldi,,,raw
aug_prop_17542,3,Genitive Drop,Serhan omuzlarını silkti ve merdivenleri çıktı .,['Serhan'],True,augmentation
seed_69,1,Object Drop,"Anahtarı sakın unutma, annene ver.",,,gold
sluice_2609,5,Subject Drop,Ne olduğunu bilmiyorum.,[],True,gold
aug_prop_24828,1,Genitive Drop,"Bu şairlerin bazıları şiirlerini Mehtap söylemiş , ancak Merve şiirleri daha makbul sayılmıştır .",,,augmentation
aug_prop_22219,5,Object Drop,Ömer ağzını açtı ve yine kapadı .,['ağzını'],True,augmentation
sim_v0_4096,5,Subject Drop,Roland başını salladı ama ona bakmamıştı.,['Roland'],True,raw
seed_472,1,Subject Drop,Saat geç olduğu için gelemedim.,[],True,gold
aug_prop_12529,5,Genitive Drop,Pelin tam düşündüğüm gibi çıktı,[],True,augmentation
kssaos_0_3420,6,Subject Drop,"Bunlar, genellikle ya ailesinden biriydi ya da köyündeki komşularıydı.","['Bunlar,']",True,raw
mm2uok_0_5279,1,Gapping,"Kız kendi havasındaydı, oğlanlar kendi havalarında.",,,raw
bdamu_0_2823,1,Object Drop,"Bunu o bilmez, ama biz bilirdik.",,,raw
sim_v0_21804,3,Subject Drop,"Pehlivan’da yağmur başladı, çadırda yattım.",[],True,raw
aug_prop_5094,5,Genitive Drop,Yüzü yine kül gibi solmuştu.,[],True,augmentation
aug_prop_4593,5,Subject Drop,başlarını salladılar,[],True,augmentation
aug_prop_13245,5,Argument Drop,"Hysbald dokuz bir yandan yıldırım gibi saldırıyordu ona , ama Kahraman Hynreck daha hızlı ydı .",['Hysbald'],True,augmentation
aug_prop_10581,5,Subject Drop,İlker gözlerini kapadı ve içini çekti .,['İlker'],True,augmentation
aug_prop_9312,3,Subject Drop,"Bu durum Şafak milliyetçilerine cesaret verdi , çalışmalarını hızlandırdı .",['Bu durum'],True,augmentation
aug_prop_17528,4,No Ellipsis,"Kafasının içinde ki çılgın bir ses gıdaklar gibi konuştu : "" Abdulmelik artık ne dir ?",[],True,augmentation
seed_2792,1,Fragment,Portakallı kek.,[],True,gold
sim_v0_23290,5,No Ellipsis,Babam ahtapotlar da yapar dedi.”,[],True,raw
aug_prop_18791,5,Genitive Drop,İbrahim halil tıraşsız çenesini ovaladı .,['İbrahim halil'],True,augmentation
sim_v0_8309,5,Genitive Drop,Safevîler bu tür insanlara “dönük” diyorlardı ve cezalandırılmaları gerektiğine inanıyorlardı.,['bu tür insanlara'],True,raw
aug_prop_24141,1,Ki Expression,"Âşığın dinleyicilerinden şikâyet ettiğini duymak ise iç rahatlatıcı ydı ; Efruz dinleyici standartlarını , asla kendisinin ki gibi yüksek bulmazdı .",,,augmentation
asar_0_30805,1,Object Drop,"Bu terimi herkes anlıyor, ama hiç kimse tanımlamaya kalkışmıyordu.",,,raw
aug_prop_15165,5,Argument Drop,Kapı yeniden vuruldu ve Muhlis göründü .,['Kapı'],True,augmentation
sim_v0_2514,1,Gapping,"Yunanistan Yunanistan olur, İtalya İtalya.",,,raw
aug_prop_782,3,Subject Drop,Roland gözlerini açtı ve zayıfça gülümsedi.,['Roland'],True,augmentation
sim_v0_8680,6,Argument Drop,Bayan Carol gelince ona anlatacağını söyledi.,[],True,raw
sim_v0_3449,1,Genitive Drop,Halimiz hiç komik değildi ama hafifçe gülümsedim.,,,raw
aug_prop_4051,5,Subject Drop,Bunun üzerine belediyeyi uyardık ve adamın kimliği belirlendi.,[],True,augmentation
seed_1167,3,Genitive Drop,"Kardeşimle parkta buluşacaktım, ama saatlerdir gelmedi.",[],True,gold
sim_v0_4875,1,Subject Drop,Hâlâ ormandaydı ama Victoria kaybolmuştu.,,,raw
aug_prop_23940,1,Object CP Drop,"Onur Habip çalıştığım sıralar , bir maden işçisi bir mühendisi dövmüş , ama kimse görmemişti .",,,augmentation
aug_prop_5328,1,Object Drop,Böylesine bir yardımın bede li olarak imparator ona sepetler dolusu para sundu ; ama Serdar istemedi .,,,augmentation
seed_966,1,Genitive Drop,Kardeşim dişlerindeki çürükler için doktora gitmeli.,,,gold
aug_prop_22304,3,Subject Drop,bir tane çiçekle bıçağı aldı .,[],True,augmentation
sim_v0_7382,5,Genitive Drop,Üstündeki tozu silkeledi ve kurdeleyi gevşetti.,[],True,raw
sim_v0_18120,5,Genitive Drop,Sonunda Devore'un kızımı görmesine izin verdim.,[],True,raw
aug_prop_16578,3,Subject Drop,Engin ağzını büzdü ve şalını çekiştirdi .,['Engin'],True,augmentation
aug_prop_19881,5,Subject Drop,Seçil dizginleri çekti ve atından indi .,['Seçil'],True,augmentation
sluice_2951,3,Subject Drop,Ama yapmıyor ve Dicks nedenini açıklayamıyor.,[],True,gold
aug_prop_5881,1,Genitive Drop,"Yine Özge , yüzünü ameliyat etmeyi teklif etti ama Uğuray reddetti .",,,augmentation
aug_prop_1295,3,Subject Drop,İskorbüt hastalığından kan kusuyordu ve dişleri dökülüyordu.,[],True,augmentation
seed_1013,1,Genitive Drop,Seda projesini bitiremedi henüz.,,,gold
aug_prop_22141,1,Genitive Drop,"Hacer , “hayır” anlamında dilini şaklattı , ama Vazir akber yalan söylediğine emindi .",,,augmentation
seed_486,1,Argument Drop,O da katılmak istiyor.,,,gold
sim_v0_14865,5,Subject Drop,"Babası büyük bir Kral ve iyi bir adamdı, ama yaşlanmıştı.",['Babası'],True,raw
aug_prop_18381,1,Genitive Drop,Bay Bengü ona ışıltılar saçarak bakıyordu ama kaşları da çatılmıştı .,,,augmentation
sim_v0_7347,5,Genitive Drop,"Tersine, yüzü asıldı ve dudağını ısırdı.",[],True,raw
sim_v0_3643,5,Object CP Drop,Hangi mektup olduğunu açıklamıyordu ama annesi anlıyordu.,['Hangi mektup olduğunu'],True,raw
sim_v0_4247,1,Genitive Drop,Reinhart başını salladı ve arabadan indi.,,,raw
aug_prop_17531,6,Subject Drop,Erdal metal elini ona doğru uzattı ama çocuk görmezden geldi ve sert toprağa indi .,['çocuk'],True,augmentation
sim_v0_15416,3,Genitive Drop,"Asıl önemi, zenginliğin ve itibarın göstergesi olmasıydı.",[],True,raw
seed_1890,1,Genitive Drop,"Annemin doktor randevusu salı günü, benimki perşembe.",[],True,gold
sim_v0_15854,5,Object Drop,"Ben durmadan kendimi düzenliyorum, çünkü durmadan anlatıyorum.",['kendimi'],True,raw
aug_prop_2993,5,Genitive Drop,Gerilmiş duyuları ona sessiz ve tuhaf bir korkunun kokusunu getirdi.,[],True,augmentation
seed_365,3,Subject Drop,Aslında evde oturmayı severim ama bu gece dışarı çıkmayı yeğlerim.,[],True,gold
seed_1091,3,Genitive Drop,Ortopedik bir ayakkabıya ihtiyacı varmış.,[],True,gold
sim_v0_24130,5,Subject Drop,Neden Nazir’in beni buraya getirmesini istedin?”,[],True,raw
sim_v0_21081,5,Genitive Drop,Kendisine acımıyorsan bile evlâtlarına acı!,[],True,raw
ynr_0_3704,1,Subject Drop,"Nasıl olduğunu söylememişti, ne kadar kötü olduğunu da.",[],True,raw
aug_prop_9297,1,Genitive Drop,Neslihan şarkının ta mamını üç buçuk dakika boyunca çaldı ama kasette ki müzi ğin aynısını dinlediğimizi anlamamız çok sürmemişti .,,,augmentation
seed_2334,1,Fragment,Seni terk ediğ bıraktığı için.,[],True,gold
sim_v0_17689,5,Fragment,"Burası daha serin diye herhalde.""",[],True,raw
aug_prop_2391,3,Subject Drop,"""Prens Nicholas'ın Amerika'da olduğunu düşünüyoruz.",[],True,augmentation
sluice_2032,3,Subject Drop,`` Sanırım Shaquille olmak istiyor ama nasıl olacağını henüz bilmiyor . '',[],True,gold
seop_0_4530,1,Gapping,"Bir kartala da benziyor, bir çaylağa da.",,,raw
seed_2157,3,NP Drop,Boyama kitabındakileri küçük kız çok beğenmiş.,[],True,gold
aug_prop_9221,3,Subject Drop,Zuhal onu kucaklar ve sessizce ağlar .,['Zuhal'],True,augmentation
aug_prop_2666,5,Stripping,Önemli olan nereye gitmek istediği  amacının ne olduğu.,['Önemli olan'],True,augmentation
aug_prop_25510,5,Subject Drop,"dokuz yaşında hâfız olmuş , Kur’ân okumaya doyamamıştı .",[],True,augmentation
sim_v0_25508,5,Subject Drop,"Mitya’nın onunla uğraşacak vakti yoktu, yoksa görürdü gününü!..",['onunla'],True,raw
aug_prop_3793,5,No Ellipsis,İltihaplı yara kremle temizlendi.,[],True,augmentation
csk_0_1925,1,Genitive Drop,"Gözlerindeki o çılgınlık her türlü şeyi kapsayabilirdi, ama can sıkıntısı bunların içinde olmazdı.",,,raw
seed_2654,3,Genitive Drop,Samsuna çıkması.,[],True,gold
aug_prop_10641,3,Genitive Drop,"Açlığı , kanın garip tadını bastırdı ve Seyfi cem hevesle içti .",['Seyfi cem'],True,augmentation
aug_prop_10635,1,Genitive Drop,"Cahit , babamın ölümüne karıştı - en azında kıyısından köşesinden .",,,augmentation
sim_v0_4069,3,Subject Drop,Teddy ayağa kalktı ve telefonunu açtı.,['Teddy'],True,raw
aug_prop_22553,3,No Ellipsis,Adem ki Hayriye Türkleri’ne yönelik yayın yapan Aslihan Tatarca yayınını idare etti .,[],True,augmentation
aug_prop_19355,4,Genitive Drop,Hümeyra dikkatle inceledi ve omuzlarını silkti .,['Hümeyra'],True,augmentation
sim_v0_621,1,Genitive Drop,"Dünya etrafımda dönüyor, kulaklarım uğulduyordu.",,,raw
aug_prop_972,3,Genitive Drop,Gözyaşları görüşünü bulandırdı ve hıçkıra hıçkıra ağlamaya başladı.,[],True,augmentation
aug_prop_16437,1,Object Drop,Ama Süleyman dışında kim bilebilirdi ?,,,augmentation
lshnb_0_1451,1,Genitive Drop,"En fazla yanında olduğu zamanda bile özlem duydu ona, bu, kendisini özlemekten farklı değildi.","['ona,']",True,raw
aug_prop_6828,1,Object Drop,Burak abi bu hafta bitirir kitabı oysa sen daha başlamadın .,,,augmentation
bgaocv_0_3648,1,Argument Drop,"Adam parmaklarıyla camı tıklattı, ama kedi hiç aldırmadı.",['Adam'],True,raw
aug_prop_23196,5,Genitive Drop,Didem Birsen denetleyici rolünden vazgeçmek istedi ama başkanları buna kesinlikle izin vermedi .,['Didem Birsen'],True,augmentation
sszia_0_6041,1,Subject Drop,"Bebekliğini biliyorum senin, ilk adımlarını, ilk sözcüklerini.",,,raw
aug_prop_9982,3,Subject Drop,Hakim Mustafa bunu bilir sanıyorum .,[],True,augmentation
aug_prop_2323,5,Subject Drop,İbn Abdülhakim  İmam Şafii'nin kitaplarını yazdı ve oğlu Muhammed'i onun derslerine gönderdi.,['İbn Abdülhakim'],True,augmentation
aug_prop_9000,1,Genitive Drop,Mustafa ali çölde kaybolduğunu görüyordu ama kaderinin bu çölü aşmak olduğuna dair bir inanç vardı .,,,augmentation
ggpkd_0_1354,3,Subject Drop,"Doktor Tillingford konuşmasını sürdürdü: ""Gerçi sen bütün bunlardan kuşkusuz haberdarsın, ama yine de söyleyeceğim.",[],True,raw
sim_v0_7919,5,Genitive Drop,Silahşor bunların ne anlama geldiğini düşünüyor ve varacağı sonuçtan korkuyordu.,['bunların'],True,raw
seed_2691,1,Fragment,Karşı tarafın iddialarını.,[],True,gold
seed_2768,3,Genitive Drop,Bu işe uygun olduğunu göstermek için.,[],True,gold
aug_prop_12753,3,Subject Drop,Rukiye kafasını salladı ve oğlunu öptü .,['Rukiye'],True,augmentation
seed_856,1,Stripping,"O bir mühendis olmalı, öğretmen değil!",,,gold
aug_prop_25616,5,Object Drop,İbn Hatice Mehtap Korhan kitaplarını yazmış ve oğlu Hatice onun derslerine göndermiştir .,[],True,augmentation
