candidate_id,annotator_id,elliptical_type,candidate_text,span,sentence_quality,acquisition_method
aug_prop_13901,3,Genitive Drop,Asiye burcu sertçe yutkundu ve yüzü kızardı .,['Asiye burcu'],True,augmentation
aug_prop_9404,3,Subject Drop,dokuz kürek mahkûmunun gitmesine göz yumuyordu .,[],True,augmentation
seed_586,1,NP Drop,Doğa üstü açıklamalar yapmak yerine bilimseli bekledim.,,,gold
aug_prop_3173,5,Genitive Drop,Şu anda bulunduğumuz yerden yaklaşık yarım fersah ötede büvet ağaçları bulabilirsiniz.,[],True,augmentation
aug_prop_6283,1,Genitive Drop,"Alper kese kaygısıyla , gâh kâse ümidiyle gidiyor ömrümüz ; her solukta keseden eksilmede .",,,augmentation
aug_prop_4880,3,Subject Drop,Kız önce kızgınmış gibi yapar  sonra sesini çıkarmaz.,['Kız'],True,augmentation
aug_prop_1049,5,Argument Drop,“Hanımefendi  gereğini yaptık ve elçi gönderdik.,[],True,augmentation
aug_prop_2407,6,Subject Drop,Soykırımı kan donduran bir şevkle sahiplendiler.,[],True,augmentation
seed_541,1,NP Drop,Aşikar yalanının beyaz olduğunu iddia etti.,,,gold
sluice_2878,3,Genitive Drop,"Clark, “O taşındı ve nereye gittiğini bilmiyoruz” dedi.",['“O'],True,gold
aug_prop_15721,1,Gapping,"Sonra Barbie’ye beş kere vurdu , biri karın boşluğuna , biri de midesine .",,,augmentation
aug_prop_21947,5,Argument Drop,"Zarife onun gözlerini sildi , Samet sancar hüzünle gülümsedi .",[],True,augmentation
seed_1583,1,NP Drop,Onlar yeşil koltuğu satıp sarı aldılar.,[],True,gold
aug_prop_3935,3,Object Drop,Teyzesi televizyonu kapattırmış ama çocuklar izliyormuş.,['televizyonu'],True,augmentation
aug_prop_12779,1,Genitive Drop,"Fatih mehmet cevap vermedi , ama bedeni heyecanla titredi .",,,augmentation
aug_prop_24229,6,Subject Drop,Yavuz onu kaldırdı ve haberi verdi .,['Yavuz'],True,augmentation
aug_prop_9925,3,Genitive Drop,Beni ziyaret etmesini bekledim ama İbrahim etmedi .,['İbrahim'],True,augmentation
aug_prop_12469,3,Genitive Drop,Merve geri geldiğinde parasını öder .,[],True,augmentation
aug_prop_24722,1,Genitive Drop,"Çıkışım , terbiyesiz lik boyutuna varacak cinstendi ; oysa Eyyup sabri tavırları fazlasıyla önemserdi .",,,augmentation
aug_prop_24456,6,Object CP Drop,"Abidin bir şeyler söyledi ama Seda anlamamıştı , başını salladı .",['Abidin bir şeyler söyledi'],True,augmentation
aug_prop_9799,1,Genitive Drop,Hayatında sadece tek bir engel var : Küçük İpek Seda .,,,augmentation
aug_prop_23927,3,Genitive Drop,"Mehmet ellerini kadının omuzlarından aşağı kaydırdı , kollarıyla vücudunu sardı .",['Mehmet'],True,augmentation
aug_prop_3494,5,Genitive Drop,Temizdir ve söylendiği gibi yıkanmasına gerek yoktur.,[],True,augmentation
aug_prop_13807,3,Object CP Drop,"Nerede olduklarını ben bilmiyorum , ama Mehtap bize söyleyebilir .",['Nerede olduklarını'],True,augmentation
seed_2832,3,Object Drop,Olayın üstünden uzun zaman geçince unutmuş.,['Olayın'],True,gold
aug_prop_14419,1,Genitive Drop,"Neslihan Esra gülümsedi , ama ne gülümsemesi , ne de serin , mavi gözleri herhangi bir ipucu verdi .",,,augmentation
seed_1848,3,NP Drop,Geçen gittiğimiz kafedeki beni sormuş.,[],True,gold
aug_prop_9556,3,Genitive Drop,Bay Berker baloya gitmemizi istemiyordu .,[],True,augmentation
seed_2755,1,Fragment,Yaz tatilinde.,[],True,gold
seed_2382,1,Fragment,Çarpışmanın etkisiyle oluşan patlama.,[],True,gold
aug_prop_12268,5,Argument Drop,Mustafa kemal gözlerini devirdi ve Tülay baktı .,['Mustafa kemal'],True,augmentation
aug_prop_13835,4,Genitive Drop,Onur Gülay yeniden fenerini kaldırdı .,['Onur Gülay'],True,augmentation
aug_prop_345,3,Subject Drop,Kendini sever ve saygı duyar.,[],True,augmentation
aug_prop_9655,1,Object Drop,Murat ağzını açtı ; ama Cengiz eliyle kapadı .,,,augmentation
aug_prop_19292,5,Genitive Drop,Onlar ısrarla Selçuk meyhanesine gitmek istiyor ve onları da yanlarına çağırıyorlardı .,[],True,augmentation
aug_prop_6080,5,Subject Drop,"Türkler genellikle Şeyma Yahudiliği değil , Tevrat Yahudiliğini benimsemişler dir .",['Türkler'],True,augmentation
aug_prop_16680,6,Genitive Drop,Hidayet onun acımasızlığı karşısında yüzünü buruşturdu .,['Hidayet'],True,augmentation
aug_prop_19065,6,Genitive Drop,Emre iskemlesinde doğruldu .,['Emre'],True,augmentation
seed_109,1,Object Drop,"Adam yıkasın çamaşırları, sen yıkama.",,,gold
sluice_3426,3,Fragment,Hangi senatör?,[],True,gold
aug_prop_22155,1,Genitive Drop,"Ümit eğlenceyi kaçırmak istemiyordu , ama Esra nur Hamza ikinci biblosu sol kulağını kıl payı ıskalamıştı .",,,augmentation
aug_prop_22387,6,Subject Drop,"“1500 araçlık kapalı otopark yaptım , Hidir Ülkühan Aysu Tesislerini yaptım .",[],True,augmentation
aug_prop_3703,1,Argument Drop,Kendimi onlardan  hatta tüm sevdiklerimden koruyorum.,,,augmentation
aug_prop_21571,1,Object Drop,Hüseyin her zaman etkili bir şekilde onun ağzını tıkıyordu ama çıkartırken verdiği acıdan kadın hiç hoşlanmamıştı .,,,augmentation
sluice_1143,5,Genitive Drop,"Ekim sonu itibariyle, NASD, politika hakkında iki resmi başvuru ve birkaç gayri resmi soruşturma aldı, ancak kimden geldiğini belirlemedi.",['politika hakkında iki resmi başvuru ve birkaç gayri resmi soruşturma'],True,gold
aug_prop_3627,1,Argument Drop,Küçük kız annesini aradı ve çizimlerini gösterdi.,,,augmentation
aug_prop_13083,1,No Ellipsis,Yüzü solgun ve asık olan Cemil onlardan ayrı duruyordu .,[],True,augmentation
seed_210,1,Subject Drop,Pazardan bir sürü almış.,[],True,gold
aug_prop_10641,3,Object Drop,"Açlığı , kanın garip tadını bastırdı ve Seyfi cem hevesle içti .",['kanın'],True,augmentation
aug_prop_5433,6,Genitive Drop,Bayan İlker Ömer faruk soluğunu tutuyor .,['Bayan İlker Ömer faruk'],True,augmentation
seed_2041,1,Ki Expression,Adamın montunun cebindekileri ona söylemeden aldı.,[],True,gold
aug_prop_2570,5,Subject Drop,Öksürme dürtüsüne kontrolsüzce karşı koyarak suyun altına daldı.,[],True,augmentation
aug_prop_14193,1,Genitive Drop,"Doymadan gülen dudaklarına doymadım ; altı aferin dudaklarına , dişlerine .",,,augmentation
seed_1950,1,Ki Expression,Takımdakilerden bazıları eksik gözüküyor.,[],True,gold
aug_prop_3899,5,Object Drop,O beyaz balinayı gördü ama sen görmedin.,['beyaz balinayı'],True,augmentation
aug_prop_7633,1,Object Drop,İsmail Onur salih bile bu oyuna katmak istediler ama o reddetti .,,,augmentation
seed_1355,3,Subject Drop,Listede yer var ben yazabilirim istersen.,[],True,gold
seed_334,1,Genitive Drop,Deniz'e çiçekleri nişanlısı göndermiş ama hediyeyi annesi vermiş . ,"[""Deniz'e""]",True,gold
sluice_2077,3,Subject Drop,"`` Amerika Birleşik Devletleri'ne gitmesi gerektiğini biliyordu , ama nasıl yapacağını bilmiyordu .",[],True,gold
aug_prop_10270,3,Gapping,"Kimi Aslihan diyor , kimi Mücahit .",['diyor'],True,augmentation
sluice_1657,3,Subject Drop,`` Ve sanırım nedenini görebilirsiniz.,[],True,gold
aug_prop_23763,1,Object Drop,Mektubu masaya koyuyor Gözdem ama ne yazık ki okuyamamış .,,,augmentation
seed_1157,1,Subject Drop,Kargolarınızı postaladık.,,,gold
seed_911,3,Subject Drop,"Tatilimiz gelecek hafta, bu hafta değil.",['Tatilimiz'],True,gold
aug_prop_10671,1,Gapping,Kâğıdın üstünde üç isim yazılı ydı ; en üstte Tom Carter'ın ismi .,,,augmentation
aug_prop_964,5,No Ellipsis,Alby kapıyı kapatıp ona döndü.,[],True,augmentation
aug_prop_14693,1,No Ellipsis,Şükrü genç adamın öfkeyle kızardığından emindi ama karanlık bunu gizledi .,[],True,augmentation
sluice_1224,3,Genitive Drop,"Huntington Bancshares Inc. hissesi, piyasa açıldıktan hemen sonra yüzde 6.9'a kadar yükseldi, ancak şirket nedenini bilmediğini söyledi.","[""Huntington Bancshares Inc. hissesi, piyasa açıldıktan hemen sonra yüzde 6.9'a kadar yükseldi,""]",True,gold
aug_prop_8862,3,Subject Drop,Veli enes bunu biraz okuyabiliyordu — Latince’ dir - ama ben okuyamam .,['bunu'],True,augmentation
aug_prop_4070,5,Genitive Drop,[18] Alacağını bir yerden değil  yerden aldı.,[],True,augmentation
aug_prop_11315,3,Genitive Drop,Zeliha her taş atışında gökyüzünü inceledi .,['Zeliha'],True,augmentation
aug_prop_2545,3,Subject Drop,Mülksüzler'deki ütopyanın bir sonraki ütopya tartışmasının belkemiğini oluşturmasını istiyorum.,[],True,augmentation
aug_prop_7135,3,Genitive Drop,"Hakan omzunun birini açıyor ve arkasına dönüyor , gayet çeviktir .",['Hakan'],True,augmentation
aug_prop_24108,3,Subject Drop,"Abdurrahman fuat Ersagun da fark etti bunu ama coşkusu henüz geçmemiş , hatta daha da artmıştı .",['coşkusu'],True,augmentation
aug_prop_24316,5,Stripping,Ali birinin günahları için öldü Ama benimkiler için değil .,['öldü'],True,augmentation
aug_prop_23145,3,Subject Drop,Mehmet bunu öldürür ve öküzlerini alır .,['Mehmet'],True,augmentation
aug_prop_123,3,Subject Drop,Arkadaşlarınla ​​tanıştık ama seninle değil.,[],True,augmentation
aug_prop_7336,1,Genitive Drop,"Arada bir yanlarına adamlar yanaşıp sohbet etmek istiyorlar , ama Emre ile Burcu onlara aldırmıyor .",,,augmentation
aug_prop_21205,3,Genitive Drop,"Mevsim , kapı aralığında babasını gördü ve gözlerini kaçırdı .",['Mevsim'],True,augmentation
seed_1318,1,Genitive Drop,Yeğenlerine hep hediyeler verirdi.,[],True,gold
seed_2656,1,Fragment,"Fransa, İngiltere ve Almanya.",[],True,gold
aug_prop_7963,5,Argument Drop,"Mehmet ali , başını çevirdi ; elinde olmadan gülümsedi .",[],True,augmentation
aug_prop_17212,1,Object Drop,"Yeni gelişmeler olduğunu sezinlemişti Faik , ama Mehmet murat bu sabah o kadar aksi ydi ki cesaret edip soramıyordu .",,,augmentation
seed_1478,1,Object Drop,Midesi için ilaca ihtiyacı vardı ama eczanede yoktu.,[],True,gold
aug_prop_7993,3,Object Drop,Fatih elini uzattı ama Esen reddetti .,['elini'],True,augmentation
aug_prop_616,3,Genitive Drop,İlkini tanıyamadı çünkü saçları farklıydı.,[],True,augmentation
aug_prop_21816,1,Genitive Drop,"Volkan çıt bile çıkartmadı , ama gözleri yuvalarında dönmüş , yalnızca beyazı görünüyordu .",,,augmentation
aug_prop_18299,1,Object Drop,Tek başına bu olay bile Murat tamamen geçerliliğini ortadan kaldırıyordu ama o hiç umursamadı .,,,augmentation
aug_prop_1038,5,Genitive Drop,Sör Flement atını çevirdi ve emirler verdi.,['Sör Flement'],True,augmentation
sluice_2605,3,Genitive Drop,"Ve eğer yaptıysa, nedenini ve nasıl üstesinden geldiğini söyleyin. ''","['yaptıysa,']",True,gold
aug_prop_9871,3,Genitive Drop,"Bir tatlı dili var ki Ayşegül , bir de güzel sesi .",[],True,augmentation
aug_prop_7573,1,Gapping,"Şeref can da ölmüş olabilirdi , Mahperi da .",,,augmentation
aug_prop_10388,5,Subject Drop,"üç şey söylemeden , sırtını döndü ve Dexter onu izledi .",[],True,augmentation
aug_prop_18874,5,Argument Drop,Volkan gözlerini devirdi ve Fatih baktı .,['Volkan'],True,augmentation
aug_prop_16391,6,Genitive Drop,"Bugünden sonra , tahminime göre , üç yıl zarfında para sıfırlanacaktır .",[],True,augmentation
aug_prop_24361,3,Subject Drop,Sebiha etrafına bakındı ve evyeyi gördü .,['Sebiha'],True,augmentation
aug_prop_24684,1,Object Drop,"Kaptan İbrahim , oğlunun ön adını birkaç kez tekrarladı , ama Selçuk yine anlayamadı .",,,augmentation
aug_prop_13309,3,No Ellipsis,Göktekin bunun Çağlar gönderdiği cisim olduğunu düşündü ama yüzeyi parlaktı ve üzerinde çizikler yok tu .,[],True,augmentation
aug_prop_846,3,Genitive Drop,Northah sinirlendi ve kaşlarını çattı.,['Northah'],True,augmentation
seed_1065,1,Subject Drop,Kahvemi bitirip geleceğim.,[],True,gold
sluice_1823,3,Genitive Drop,"Rohm & Haas geçen hafta hisseyi satabileceğini söyledi , ancak nedenini söylemedi .",['Rohm & Haas'],True,gold
sluice_3614,3,Fragment,Hangisi ?,[],True,gold
aug_prop_11932,6,Stripping,Bu zamanlar Eser işine yaramış olabilir ama artık öyle değil .,['Eser işine yaramış'],True,augmentation
aug_prop_19247,1,Genitive Drop,"Resul Pinar soran gözlerle bakıyor yüzüme , tatsız bir durum olduğunu o da hissediyor .",,,augmentation
seed_879,1,Subject Drop,"Dinlendirici bir caz şarkısı dinlemek istiyorum, senin korkunç metal albümlerini değil.",[],True,gold
aug_prop_18168,5,Genitive Drop,Abdülsamet dudağını ısırdı ve başıyla onayladı .,['Abdülsamet'],True,augmentation
aug_prop_10823,4,Subject Drop,Zekeriya dönüp emretti,['Zekeriya'],True,augmentation
seed_1017,1,Genitive Drop,Bulaşıklarını makineye kaldır lütfen.,,,gold
aug_prop_14930,1,Object Drop,Enes Ramazan beni Ahmet hakkında uyarmak istemişti ama ben dinlemedim .,,,augmentation
sluice_2594,3,Subject Drop,"`` Eğer isabet alamazsam , insanlar nedenini bilmek isteyecektir .",[],True,gold
seed_2161,3,NP Drop,Son eserindeki imgeler ilk eserindekilerden daha dikkat çekici olmuş.,['imgeler'],True,gold
seed_361,1,Subject Drop,Onunla tartıştığım için şirketi zindan etti.,[],True,gold
aug_prop_20455,5,Subject Drop,dokuz katlı bir bina gibi üzerlerinde yükselen gök mavisi aracı gösteriyordu .,[],True,augmentation
aug_prop_10851,3,Object Drop,Cihan Ersen hanın arka kapısında yetişti ve yanında yürümeye başladı .,[],True,augmentation
seed_2692,1,Fragment,Mavi tur tatilinde.,[],True,gold
aug_prop_7669,3,Genitive Drop,Duçem elini uzattı ve Esra tokalaştı .,['Duçem'],True,augmentation
sluice_1249,3,Subject Drop,Ve tam olarak ne zaman olduğunu biliyorum.,[],True,gold
sluice_657,5,Subject Drop,"Bir şey bozulduğunda, neden ve kimin sorumlu olduğunu bilmek istiyorum. ''",[],True,gold
aug_prop_25131,5,Genitive Drop,"Beray Filiz , kimlik kartını uzattı ve Hüseyin yaklaşmaya başladı .",['Beray Filiz'],True,augmentation
aug_prop_11928,1,Genitive Drop,“Ne neydi ? ” dedi Mustafa ama yüzünde ki ifade fazla masumdu .,,,augmentation
aug_prop_15818,1,Genitive Drop,Murat çölde kaybolduğunu görüyordu ama kaderinin bu çölü aşmak olduğuna dair bir inanç vardı .,,,augmentation
aug_prop_10779,3,Genitive Drop,Öyle ki sattığı kişi yedi hafta sonra gelip motorun bozulduğunu söyledi .,[],True,augmentation
aug_prop_379,1,No Ellipsis,"Mark ceplerine baktı ve ""Bekle"" dedi.",[],True,augmentation
aug_prop_20387,1,Genitive Drop,İlk başta Erhan bunların minik ejderhalar olduğunu düşünmüştü ama yaklaştıkça nefesi kesildi .,,,augmentation
seed_1757,3,Subject Drop,Çöpten çıkanlarla besleniyordu.,[],True,gold
seed_552,1,Genitive Drop,Böyle güzel birini bırakıp ucube karakterliyle arkadaş olman şok edici.,[],True,gold
aug_prop_11844,1,Gapping,"Yaser vaktinin yarısını Kızılderili Burak asla yakalanmayacağı korkusuyla geçiriyordu , diğer yarısını da yakalanacağı korkusuyla .",,,augmentation
aug_prop_17019,3,Genitive Drop,Arkadaşı Eray bir MMS yollamıştı .,[],True,augmentation
aug_prop_18424,1,Genitive Drop,"Melia , onu tekmeledi , ama darbeleri etkili olmadı .",,,augmentation
aug_prop_8150,3,Subject Drop,"bir araçlık kapalı otopark yaptım , Kıyıderespor Ragıp Baysal Tesislerini yaptım .",[],True,augmentation
seed_690,1,Ki Expression,Aziz Nesin'in mesleği yazarlık ve kardeşininki ise matematikçilik.,,,gold
sluice_2600,3,Genitive Drop,Sadece ne olduğunu bilmiyorlardı. '',[],True,gold
seed_1651,3,Subject Drop,40 yıllık bir bina yerine 10 yıllığa gitmelisiniz.,[],True,gold
seed_140,1,Object Drop,"Konsere bilet alacakmış, siz de ister misiniz?",,,gold
aug_prop_20508,1,Gapping,"Funda Yahudilerinin oturduğu bu yere Sevcan Sokak da derlerdi , Alişan Sokağı da .",,,augmentation
sluice_2051,3,Genitive Drop,"California, Oakland'dan seyahat yazarı Jeff Greenwald, nedenini bulmayı kendine görev edindi.",[],True,gold
sluice_436,3,Genitive Drop,Nedenini anlamak için Rusya Federasyonu'nun 1990'daki egemenlik ilanına geri dönelim.,[],True,gold
seed_469,1,Subject Drop,Sınav kağıdını uzattım.,[],True,gold
aug_prop_5698,1,Object Drop,Serdar yaralarını saramadı ama biz sarabiliriz .,,,augmentation
seed_2764,1,Fragment,Buruk bir acıyla.,[],True,gold
seed_2106,1,Ki Expression,Yerdeki lekeler çıktı ama halıdakiler çıkmadı.,[],True,gold
aug_prop_15712,5,Genitive Drop,"Yücel yine de hakkımı savunur , Tanrım yaptıklarımın karşılığını verir .",[],True,augmentation
aug_prop_2151,5,Subject Drop,gazeteyi açıp baktı. Kadın bir anda bebeğinin cinsiyetini bilmediğini hatırlayarak gazeteyi açıp baktı.,['Kadın'],True,augmentation
aug_prop_11409,5,Genitive Drop,Funda başını kaldırdı ve ayağa fırladı .,['Funda'],True,augmentation
aug_prop_1950,3,Genitive Drop,Hırsız bu kez yere yığıldı ve omurgası taşlara çarptı.,['Hırsız'],True,augmentation
aug_prop_11106,3,Genitive Drop,"- Fatih Mert nikâhımdan çıkmak istiyor , artık burada yaşayacakmış .",[],True,augmentation
sluice_1957,3,No Ellipsis,"Daha fazla gözlem ve hesaplama, asteroidin gerçekten Dünya'ya çarpacağını gösteriyorsa, o zaman bu konuda bir şeyler yapılabilir, dedi Marsden, ancak asteroit ve kuyruklu yıldızları saptırma teorik teknikleri tam olarak ne olduğunu söylemek için çok yeni.",[],True,gold
seed_2309,1,Gapping,"Fuat akustik gitar çalar, Özkan bas gitar.",[],True,gold
aug_prop_5991,3,Genitive Drop,Orhan Ebru bürosunu buldu ve talimatını verdi .,[],True,augmentation
seed_1566,1,NP Drop,Fırtınalı günlerin bitip güneşlilerin gelmesini bekledik.,[],True,gold
seed_219,1,Subject Drop,Makyaj malzemeleri yere düşünce toplamak zorunda kaldı.,[],True,gold
aug_prop_9959,1,Object Drop,Çoğu fizikçi bu çatışmanın doğasını anlamadı ; ama Büşra sultan anladı ve bu çatışma 1905 yazısını dayandırdığı temeli oluşturdu .,,,augmentation
aug_prop_5034,6,Genitive Drop,"""Artık istediğin kadar bağırabilirsin.""",[],True,augmentation
aug_prop_5965,1,Genitive Drop,Arman tatlısını bitirdi ve masayı topladı .,['Arman'],True,augmentation
sluice_120,3,Genitive Drop,Olayların olduğu noktaya gelmek istemiyorum ve nedenini bilmiyorum. '',['Olayların olduğu noktaya gelmek istemiyorum'],True,gold
aug_prop_21630,1,Genitive Drop,"Dilim de ona ulaşmaya gitti , canım da ; fakat Muammer hayri anlatacak dil nerde bende ?",,,augmentation
aug_prop_602,3,Subject Drop,Tom kapıyı açtı ve onun girmesini bekledi.,['Tom'],True,augmentation
aug_prop_23199,5,Subject Drop,Eyyüp bunu duydu ama arkasına bakmadı .,['Eyyüp'],True,augmentation
seed_2188,1,Ki Expression,Cankurtaran kumsaldakileri uyardı.,[],True,gold
aug_prop_20769,1,Genitive Drop,"Her şey soğuk anacığım , üşüyor Ezgi , ısıt beni .",,,augmentation
aug_prop_383,5,Subject Drop,sayıklıyordu. Kino uykusunda kıpırdandı  düşler görüyor ve sayıklıyordu.,[],True,augmentation
seed_1907,3,NP Drop,Küçük çocuk defterdekileri almış gitmiş.,[],True,gold
aug_prop_22804,5,Genitive Drop,Ahmet Özgür sinan kocasının öldüğünü anlamıştı .,['Ahmet Özgür sinan'],True,augmentation
seed_869,1,Subject Drop,"Aslında çilekli pasta isterim, muzlu değil.","[{'value': [{'start': 17, 'end': 19, 'tag': 'ANTECEDENT'}, {'start': 2, 'end': 4, 'tokens': ['pasta', 'isterim,'], 'tag': 'ANTECEDENT'}], 'tag': 'ANTECEDENT'}]",True,gold
aug_prop_24098,5,Genitive Drop,"Cemile çiğdem bana bakıyordu , gözleri büyümüştü .",['Cemile çiğdem'],True,augmentation
seed_953,1,Stripping,"O bir köpek değil, bir tilki.",,,gold
aug_prop_23391,6,Genitive Drop,"Cüneyt yeniden kayar gibi olunca , Murat karısını sıkıca tuttu .",[],True,augmentation
aug_prop_16219,6,Genitive Drop,"Veli enes bana bakıyordu , gözleri büyümüştü .",['Veli enes'],True,augmentation
aug_prop_933,5,Genitive Drop,Gömleğim terden sırılsıklam olmuştu  midem kaynıyordu.,[],True,augmentation
aug_prop_6875,3,Object Drop,Ömer kelepir düşürmüş ve hemen almıştı .,['kelepir'],True,augmentation
seed_1467,3,Subject Drop,"Canım dondurma çekti, almaya gidiyorum.",[],True,gold
aug_prop_22555,5,Genitive Drop,Sonra Mehtap Sibel asık suratını gördü ve neşesi kaçtı .,[],True,augmentation
aug_prop_1263,3,Subject Drop,Sersemlemiş bir kafayla biraz çay yaptım ve odama geri döndüm.,[],True,augmentation
aug_prop_1552,5,Subject Drop,saçları boyalı. Saçları boyalı yaşlı bir adam gördüm.,[],True,augmentation
aug_prop_3798,3,NP Drop,Çevreciler sigara içenleri uyardı.,[],True,augmentation
sluice_2008,3,Genitive Drop,"Omzunda bir çip varmış gibi geliyorsa, nedenini anlamak kolaydır.",[],True,gold
seed_984,1,Genitive Drop,Etkinlikteyken kolyemi kaybettim.,,,gold
aug_prop_15256,5,Genitive Drop,Ahmet küçük elini kaldırdı .,['Ahmet'],True,augmentation
aug_prop_399,1,Argument Drop,Bazıları hayatta kalır  bazıları kalmaz  yok olurlar.,['hayatta'],True,augmentation
seed_1186,1,Subject Drop,Gözlüklerini takmadan göremez ki.,,,gold
aug_prop_24575,5,Argument Drop,Handan elini onun koluna koyup durdu ve Tevfik özgün diye seslendi .,['onun'],True,augmentation
aug_prop_15557,1,Genitive Drop,"Bu isteğime uydu Kenan , pizza kutusunun bir bana uzattı , ama kafası rahat değildi .",,,augmentation
aug_prop_3800,3,No Ellipsis,Ünlü profesör  yeni atanan kişiyi çok başarılı buldu.,[],True,augmentation
aug_prop_3700,1,Argument Drop,Sevincinden kendini alamadı ve ağladı.,,,augmentation
aug_prop_6508,3,Genitive Drop,Yıl so­nun­da Mehmet mu­zaf­fer bir şe­kil­de pa­yi­tah­tı Ümit ­kant’a ge­ri dön­dü .,['Mehmet mu\xadzaf\xadfer'],True,augmentation
aug_prop_22264,3,Subject Drop,Zühal başıyla onayladı ve telefona geçti .,['Zühal'],True,augmentation
seed_1960,1,NP Drop,İlk önce suçlunun odasındakileri araştıracağız.,[],True,gold
seed_2568,1,Fragment,Handan'ın bebeğini.,[],True,gold
aug_prop_7701,3,Subject Drop,Bağlantı kesme simgesine dokundum ve Canan kayboldu .,[],True,augmentation
aug_prop_13403,3,Subject Drop,Hakan ceketinin düğmesini çözdü ve ceketi çıkardı .,['Hakan'],True,augmentation
aug_prop_3728,1,NP Drop,Elbisesi yırtılan adama yenisini alan kişi kendini övdü.,,,augmentation
seed_1180,1,Subject Drop,Hunlar ile ilgili önemli araştırmaları vardır.,,,gold
aug_prop_1020,5,Genitive Drop,Arkamdan bir ıslık duydum ve kapı açıldı.,[],True,augmentation
aug_prop_13270,5,Genitive Drop,Ahmet kulübesi buluşma yerleri olacaktı .,[],True,augmentation
aug_prop_13660,6,Genitive Drop,Perver elini yakaladı ve kıyıya çekti .,[],True,augmentation
aug_prop_7866,5,Argument Drop,Fatma evet diyecekti ; ama nedense aklına Rabia şebnem ailesinin bir gece yarısı küçük bir bodrumda öldürüldüğü geldi .,[],True,augmentation
aug_prop_8474,3,Subject Drop,"“Risk almamalıyız , ” dedi Serdar ama hiç kimse dinlemiyordu .",[],True,augmentation
aug_prop_7241,1,Gapping,"Hüseyin yavuz selvâ bizim ya ; Rabbimiz halimizi düzene koydu , yolculuk da güzelleşti bize , konaklamak da .",,,augmentation
aug_prop_25636,1,Ki Expression,"Onur uzun saçları kısa kesilmiş , bir film yıldızının ki gibi kabartılmıştı .",,,augmentation
aug_prop_19752,1,Pronominal Strategy,"Elçin Evren istikbale dair iyi hesap yapıyordu , Rahime Aysel da öyle .",,,augmentation
aug_prop_20921,5,Argument Drop,Erem cevap vermedi ama göğsü kabardı .,[],True,augmentation
aug_prop_18676,5,Subject Drop,"Abdulkadir Enerji doluyum , avuçlarım sıcacık .",[],True,augmentation
aug_prop_9517,3,Genitive Drop,Vefatına kadar Kenan ahmet camilerinde vaaz verdi .,[],True,augmentation
aug_prop_2976,5,Subject Drop,İsimsiz ve çıplak geçerken dağdaki pınarın soğukluğunu hatırladı.,[],True,augmentation
aug_prop_24436,5,Subject Drop,Konuşurken Nagihan sesi titrememişti ve sebebini bilmiyordu .,[],True,augmentation
sluice_2137,3,Genitive Drop,Ama yapmadılar ve nedenini anlamanın zamanı geldi.,[],True,gold
aug_prop_23190,5,Subject Drop,Ben Ayşe Kivanç değilim ; kahrolası bir hırsızım .,['Ben'],True,augmentation
seed_640,3,Subject Drop,Kadının gözleri yemyeşil ama kızınınkiler kadar koyu değil.,['Kadının gözleri'],True,gold
aug_prop_16266,5,Argument Drop,Pelin arkasını döndü ama Tevfik özgün seslendi .,[],True,augmentation
aug_prop_6210,3,Object Drop,"Şermin hurda demir topluyor , ben de satıyorum .",['demir'],True,augmentation
aug_prop_7612,6,Genitive Drop,"Azaplarla Engin işimi bitirmezlerse , Fransızlar bitirecek .",[],True,augmentation
aug_prop_2821,3,Genitive Drop,Kendileriyle bir arkadaşım aracılığıyla iletişime geçtiğimde şirketin mali durumu kötüleşti.,[],True,augmentation
aug_prop_3631,5,Argument Drop,Ağabeyim bana her şeyini ödünç verir ama arabasını asla hayata ödünç vermez.,['bana'],True,augmentation
aug_prop_3755,1,NP Drop,Törensel bir mezuniyet için can atıyordu ama gelmemesine teslim oldu.,,,augmentation
aug_prop_22401,5,Subject Drop,Aykut Ela yılbaşında eğitim ihtiyaçlarımızı belirler ve bir program yapar .,['Aykut Ela'],True,augmentation
aug_prop_10537,3,Object Drop,"Yusuf emre onu bulamıyorsa , kimse bulamaz .",['onu'],True,augmentation
aug_prop_1065,5,Subject Drop,Derin bir nefes alıp kantine girdi.,[],True,augmentation
aug_prop_5913,1,Object Drop,"Şerife ezgi , Batılı devletlere katılmak istemiyordu , ama 26 Ocak 1855 tarihinde Elif katıldı214 .",,,augmentation
aug_prop_5446,1,Object Drop,Kendisi alaturka mûsik î sevmez ama Ümit sever .,,,augmentation
aug_prop_10580,1,Genitive Drop,"Benzer şekilde , Ülkühan Emine dizisinin ikinci sezonunda , istenmeyen Ali nihayet erkeğini buluyor ama sadece fantezilerinde .",,,augmentation
aug_prop_14521,1,Object Drop,İsmail metal elini ona doğru uzattı ama çocuk görmezden geldi ve sert toprağa indi .,,,augmentation
aug_prop_17214,3,Genitive Drop,"Fatih rifat hâlâ solgundu ama gözleri açılmış , pırıl pırıldı .",['Fatih rifat'],True,augmentation
aug_prop_9547,3,Argument Drop,Fatma duygu elini onun koluna koyup durdu ve Ece diye seslendi .,['onun'],True,augmentation
sluice_60,3,Subject Drop,Neden olduğunu hayal edemiyorum.,[],True,gold
aug_prop_25608,5,Subject Drop,Murat not defterini kapadı ve odadan çıktı .,['Murat'],True,augmentation
