candidate_id,annotator_id,elliptical_type,candidate_text,span,sentence_quality
aug_prop_6477,0001,Gapping,Dilber Mehmet ile Hüseyin Fatih orada ydı ve başkaları da .,,
aug_prop_20235,0001,Gapping,"Vasfiye gibi o da düşecek , hem de ölümde ve yaşamda kader birliği ettiği arkadaşlarının eliyle .",,
aug_prop_6495,003,Subject Drop,"Nilgün buna rağmen parayı ödedi , hatta daha da fazlasını yaptı .",['Nilgün'],True
aug_prop_3804,003,NP Drop,Püsküllü kapak dikkat çekmeyince sade olanları değerlendirdiler.,['kapak'],True
aug_prop_13294,004,Genitive Drop,Ali muharrem Baba elinin dışıyla pantolonunu silkeledi .,['Ali muharrem Baba'],True
aug_prop_4208,003,Genitive Drop,Gerçek  aşırılıklarımıza  taşkınlıklarımıza ve dengesizliklerimize bir darbedir.,[],True
aug_prop_18355,005,Genitive Drop,Zehra Âkil elinden şişeyi aldı .,[],True
mby_0_2314,001,Gapping,"Siyah ayakkabılarım ve diz çoraplarımla adım adım yukarı çıktığımı anımsıyorum; hışırtısını, okul üniformamın eteğinin hışırtısını.",['anımsıyorum;'],True
sluice_588,005,Subject Drop,"Ne kadar süreceğini söylemese de, hükümeti “bir süreliğine” mali açıdan ayakta tutmak için devlet çalışanı güven fonlarını geçici olarak kullanmanın yollarını bulmaya devam edebileceğini de sözlerine ekledi.",[],True
cgdfh_0_17272,001,Genitive Drop,"Cesedin tepesinde elinde hançeriyle dikildi, gözlerini özellikle yavaş yavaş kaldırarak odanın karşısındaki İmparator'a baktı.",[],True
aug_prop_5902,0001,Gapping,Erdem ona bakıyor ... kız da ona .,,
yaam_0_2806,006,Argument Drop,Peder Parisli Thomas′nın tavsiyesiyle geldiğimi söylemiştim onlara ama aslında pek doğru değildi bu.,[],True
aug_prop_11773,006,Genitive Drop,"Bu sırada kulağıma çarpan bir haberden , Meltem gemisinin battığını öğrendim .",[],True
eyko_0_4016,005,Gapping,"Temel nedenleri vardır, göz ardı edip durduğumuz temel nedenler.","['vardır,']",True
seed_678,001,No Ellipsis,Köpeğin dişleri kocaman ama pitbullunkiler daha sivri değil.,[],True
aug_prop_23501,006,No Ellipsis,"“Utangaç olma , ” dedi kız , ancak Erhan utanıyordu ve kalbi deliler gibi çarpmaya başlamıştı .",[],True
bmgbr_0_2546,006,Object Drop,Suda kızı döndürdü ve sanki uyandırmak istiyormuş gibi ona tokat attı fakat kızın kafası yalnızca nazikçe eğilip kalktı.,['kızı'],True
aug_prop_17036,0001,Genitive Drop,"Orhan , bu cümlenin peşinden korkuların , tedirginliklerin gelmesini bekledi , ama içinde ki dinginlik bozulmuyor , gittikçe büyüyordu .",,
mcrbem_0_2472,006,Stripping,"Ustaya müracaat etmeksizin bir sanat tutan kişi, şehre de alay mevzuu olur, köye de.","['Ustaya müracaat etmeksizin bir sanat tutan kişi,', 'alay mevzuu olur,']",True
oksb_0_8409,005,Object Drop,"Kapı kolunu çevirdim ama kapı takıldı, ikinci kere denediğimde kapının kilitli olduğunu düşündüm.",['Kapı kolunu çevirdim'],True
aug_prop_10899,003,Genitive Drop,Cüneyt elini sıktı ve sonra bıraktı .,[],True
seed_545,001,Genitive Drop,Anaç arkadaşım duygusuz olana kötü davrandı,[],True
seed_2546,001,Fragment,Özlediği kadına.,[],True
aug_prop_12324,004,Genitive Drop,Naime sila helikopter sesini duyunca başını kaldırdı .,['Naime sila'],True
sim_v0_1053,0001,Object Drop,TANRI APTALLARI SEVİYOR OLABİLİR AMA BEN SEVMEM.,,
aug_prop_25277,005,Argument Drop,Sonra yanına gelen Ömer Ali kendisine verilen görevin kod adını söyledi .,[],True
sim_v0_21849,003,Subject Drop,"Eğer amaçlarımız çelişmiyorsa, birbirimize bulaşmayız.",[],True
sim_v0_4273,005,Genitive Drop,Size eş vermedim çünkü yeriniz göklerdi.,['Size'],True
sluice_2870,003,Subject Drop,Kayınbiraderi Johnson'ın orada yaşamadığını söylüyor; yeni bir daire aldı ama akrabası tam olarak nerede olduğunu bilmiyor.,"[""Johnson'ın""]",True
aug_prop_786,005,Subject Drop,İyi malzeme kullandı ve bazıları tuttu.,[],True
aug_prop_17209,004,Genitive Drop,Nurhan ile yapılan cenkte onu yendi ve başını da kestirdi .,['Nurhan'],True
sluice_608,003,NP Drop,"Yani bu değişikliklerin bir etkisi olabilir, ama ne kadar olduğunu bilmiyorum.",['etkisi'],True
seed_1229,001,Genitive Drop,Çorabının tekini hala bulamadın mı?,[],True
sim_v0_21923,005,Subject Drop,"Nereye geri dönmeliyim, nerede olmalıyım?",[],True
sluice_1001,003,Subject Drop,"`` Son iki baskıda çıkardık , ama nedenini öğrenmek isteyen o kadar çok mektup aldık ki tekrar koyduk . ''",[],True
seed_329,0001,Argument Drop,Dedem aldıklarını defterine kaydeder ve bütün harcamalarını yazar.,,
aug_prop_5044,003,Subject Drop,Çok neşeli olurdu.,[],True
aug_prop_19741,005,Genitive Drop,Ayşe fulya cismi inceledi ve başını salladı .,['Ayşe fulya'],True
aug_prop_13965,0001,Gapping,"Ahmet burak babası kabilesinin reisi idi , İsmail babası da .",,
aug_prop_10743,003,Subject Drop,Kadir ellerini açtı ve başını salladı .,['Kadir'],True
sim_v0_27821,005,Subject Drop,Sivil giysilerini 1933’ten beri giymemişti.,[],True
aug_prop_5284,003,Genitive Drop,Çağri köyüne girdi .,['Çağri'],True
aug_prop_12661,006,Genitive Drop,Bulut biraz onu elinde evirip çevirdi ve çarkı usulca döndürdü .,['Bulut'],True
aug_prop_1928,005,Subject Drop,Johnny parmaklarıyla mücadele ederken yüzü yandı ve gözlerinde basınç oluştu.,['Johnny'],True
sim_v0_22487,004,Object Drop,Anında reddetmem gerekirdi.,[],True
aug_prop_21014,004,Genitive Drop,"Kaptan Hakan , oğlunun ön adını birkaç kez tekrarladı , ama Emre yine anlayamadı .",['Kaptan Hakan'],True
sim_v0_16884,003,Genitive Drop,"Halka birtakım acayip şeyler gösterir, sözleri dinleyenleri etkilerdi.",[],True
sim_v0_19775,005,Genitive Drop,Babasının ölümü Yakup’un ölümünü etkiledi.,[],True
aug_prop_2102,003,Subject Drop,Sabah uyandığımda yatak hala sıcaktı ama o ortadan kaybolmuştu.,[],True
aug_prop_20447,006,Subject Drop,Yunus emre elini uzattı ve onu kaldırdı .,['Yunus emre'],True
aug_prop_16275,006,Subject Drop,üç ’te ayrıldığı gazetecilikten sonra kendini bütünüyle roman yazma uğraşına verdi .,[],True
sim_v0_17761,005,Genitive Drop,"Annesi pazar günleri çalışmasına izin vermiyor, kutsanması konusunda kafa ütülüyordu.",[],True
aug_prop_14147,0001,Genitive Drop,"BOŞLUKTA KALMA dört Tatyana , Aleksandr gittikten sonra ağlamak istedi ; ama kaburgaları çok ağrıyordu .",,
sim_v0_16063,003,Genitive Drop,"Pitt sinsi sinsi güldü, yeşil gözleri ışıldadı.",['Pitt'],True
aug_prop_1095,003,Genitive Drop,Alcmene  Jüpiter'i kocası zannetti ve onunla yattı.,['Alcmene'],True
aug_prop_7233,000,Stripping,"Bizi İrem da götürür , Çağlar da ...",['götürür'],True
sim_v0_14393,005,Subject Drop,"Ellerini öpüp, Konya'ya müteveccihen yola çıkarken, Kardeşlere selâm söyle.",[],True
aug_prop_19240,003,Genitive Drop,Vasfiye yerinden kalkmıştı .,['Vasfiye'],True
seed_2764,001,Fragment,Buruk bir acıyla.,[],True
aug_prop_7855,005,No Ellipsis,Hüseyin bu ya­sak­la­ma yan­lış ol­muş­tur .,[],True
sim_v0_21282,005,Subject Drop,Yıllar boyunca asla sözünden dönmemişti.,[],True
aug_prop_11420,0001,Genitive Drop,"Kadın şalını sırtından atmıştı ama şapkası başında ydı , arkasına çömelmiş olan kocası düşen şalın iki neredeyse kayboluyordu .",,
aug_prop_6371,003,Genitive Drop,Osman ersegun beresiz yanağını çevirdi .,['Osman ersegun'],True
sim_v0_1916,0001,Subject Drop,Kelli'nin bacakları dikkatimi çekiyordu.,,
sim_v0_4216,0001,Genitive Drop,Darcy omuz silkti ve kapısını açtı.,,
sluice_2500,003,Subject Drop,Bu kesinlikle oyunumun daha iyi olmasında bir etken oldu ama ne kadar bilmiyorum. '',[],True
aug_prop_7438,003,Genitive Drop,"Gene de , ertesi gün , hem işine tam saatinde gitti , hem Serhat beyin yazıhanesine .",[],True
mpc_0_1715,0001,Gapping,"Bu ev yalnız kendisinindi artık, bu sessizlik de.",,
sim_v0_8347,005,Object Drop,"Kadir benden onun Amerikalısı olmamı istedi, ben de oldum.",['onun Amerikalısı'],True
aug_prop_9497,005,Subject Drop,Binbaşı Aslihan dudaklarını sıktı ve omuz silkti .,['Binbaşı Aslihan'],True
aug_prop_8351,0001,Gapping,"Mehmet önce Moğol korkusu geldi , peşinden kendileri .",,
aug_prop_11952,001,Genitive Drop,Çağri korkusu hâlâ gözlerinde duruyordu .,[],True
mybr_0_3864,003,Genitive Drop,"Locke’un felsefesi Denemesi’nde görüldüğü gibi baştanbaşa artamlara (meziyetlere) sahipti, eksikliklere de.",['Locke’un'],True
ssl_1_3837,001,Genitive Drop,"Gizem bugün bizi düpedüz tutsak almıştı, ama buna karşılık güçlü argümanlarımız vardı şimdi.",['bizi'],True
sim_v0_182,006,Gapping,Üstüm başım sırılsıklam ama içim rahattı.,['rahattı.'],True
aug_prop_19459,0001,Genitive Drop,"Kadın , lokmanın büyüğünü kendisi yutmuş , ama oburluğunun bir kısmım da Ayşegül vermişti .",,
cgdfh_0_5437,001,Subject Drop,"Jessica elindeki fincana baktı, aniden içindekini Idaho'nun yüzüne fırlattı.",['Jessica'],True
sim_v0_8308,003,Genitive Drop,O sırada Sims not defterini buldu ve sayfalarını çevirmeye başladı.,['Sims'],True
sim_v0_22035,005,Subject Drop,"Louis’nin yüzü karardı, düşünceye daldı.",['Louis’nin'],True
gmaam_0_264,0001,Gapping,"Daniel on iki yıl önce boşanmış, ben on sekiz yıl.",,
aug_prop_25026,005,Object Drop,Cem başıyla onayladı .,[],True
seed_142,001,Subject Drop,Tüm renkleri karıştırdım oysa yapmamalıydım.,[],True
sim_v0_18018,005,Genitive Drop,Gözleri Gregor’un gözleriyle karşılaşınca başını çevirdi.,[],True
aakpkd_0_250,006,Subject Drop,Gelgelelim ne Şizler gibi güveye benziyorlardı ne de Hebler gibi beyni sulanmış makinelere.,[],True
ta1nt_0_3610,001,Genitive Drop,"Merakla soruyor karısına, bu nasıl iştir?",[],True
aug_prop_9249,005,Subject Drop,Muammer müslim in ajan seçimlerine hayran kalmıştı .,[],True
sim_v0_7917,005,Argument Drop,Yağlı Sae onu yerine koymasını tembihledi ama ben alabileceğini söyledim.,[],True
aug_prop_5568,003,Genitive Drop,Çile gümüş atını mahmuzladı .,['Çile'],True
aug_prop_18628,005,Subject Drop,"İçime işleyen bir şey vardı : İbrahim , anlattıklarıma karşı aşırı ilgisizliği .",['İçime işleyen bir şey'],True
aug_prop_24385,005,Argument Drop,"Ebru Esin seren , kimlik kartını uzattı ve Eda yaklaşmaya başladı .",['Ebru Esin seren'],True
aug_prop_4789,005,Subject Drop,Bütün kültürel hayatı gözlemledim.,[],True
aug_prop_3251,006,Genitive Drop,Kıvrımlı bıçak eldivenini sıyırırken metalin içinden kıvılcımlar fırladı.,[],True
aug_prop_23141,006,Subject Drop,Özge ona yetişti ve kolundan tuttu .,['Özge'],True
aug_prop_19264,0001,Genitive Drop,"Muhammed , onu tekmeledi , ama darbeleri etkili olmadı .",,
aug_prop_5630,0001,Object Drop,""" Gamze onu oğlu Çağdaş vermişti , ama Mehmet Resul veremedi .",,
aug_prop_2524,003,Subject Drop,İçerideki buhar o kadar yoğundu ki Greg'in vücut hatlarını göremiyordum.,[],True
sim_v0_2297,006,Genitive Drop,Tam ceketimi alacaktım ki telefon çaldı.,[],True
seed_1894,001,Ki Expression,Vapurdakileri hemen tahliye ettiler.,[],True
aug_prop_23514,003,Subject Drop,Merve koltuğun rahat minderine kendisini bırakmış ve derhal gözlerini kapatmıştı .,['Merve'],True
sim_v0_22302,005,Genitive Drop,Altlarında beton yok.,[],True
sim_v0_8246,005,Genitive Drop,Aile üyelerine mektup üstüne mektup yağdırıyor ve sabırsızca cevaplarını bekliyordu.,['Aile üyelerine'],True
sim_v0_15864,005,Genitive Drop,"Ben onun elini öptüm, arkama yaslanarak sustum.",['Ben'],True
aug_prop_11279,0001,Object Drop,"Ahmet kürşad bunu yapabilirdi , ama ben yapamam .",,
sim_v0_8471,005,Genitive Drop,İbn Abdülhakem İmam Şâfiî’nin kitaplarını yazmış ve oğlu Muhammed’i onun derslerine göndermiştir.,['İbn Abdülhakem'],True
aug_prop_22207,005,Genitive Drop,"Bu durum Ali milliyetçilerine cesaret verdi , çalışmalarını hızlandırdı .",['Ali milliyetçilerine'],True
aug_prop_19678,005,Subject Drop,"Osman ersegun ya ahmak , ya da bir deli ydi .",['Osman ersegun'],True
sim_v0_17216,003,Subject Drop,Ortalık iyice kararıncaya kadar bekledi.,[],True
ac3gs_0_3694,005,Subject Drop,"“Zengin olmak bütün yaşamımı değiştirdi; ancak tatminsizlik ruhumun derinliklerinde kalmakla yetinmiyor, hızla büyüyor.",['tatminsizlik'],True
sluice_727,003,Genitive Drop,"Narath, bazı bilgilerin uygunsuz bir şekilde yayınlanmış olma olasılığını iki kez dile getirdi, ancak nasıl olduğunu söylemeyi veya örnek vermeyi reddetti.",['bazı bilgilerin uygunsuz bir şekilde yayınlanmış'],True
kbsh_0_1218,001,Object Drop,"Ama babasınınki bana tiksinti veriyor, çocukta hoşuma gidiyordu.",[],True
sim_v0_7663,003,Subject Drop,Hemen ona kıyafetlerini uzattı ve Aleksandr giyindi.,[],True
sluice_2878,003,Subject Drop,"Clark, “O taşındı ve nereye gittiğini bilmiyoruz” dedi.",[],True
aug_prop_20202,003,Subject Drop,Mustafa gözlerini devirdi ve yerinden kalktı .,['Mustafa'],True
aug_prop_866,003,Object Drop,Ağzı sıkı olabilir ama bilmesine gerek yok.,[],True
aug_prop_18322,005,Object Drop,Melike elimi tuttu ve hafifçe öptü .,['elimi'],True
aug_prop_14787,0001,Genitive Drop,"Oğlumun vaftiz babası , İsmail Ordusunun gözde generallerinden biri ydi , Elif nur Selçuk .",,
sim_v0_74,0001,Genitive Drop,Topuğum oraya girdi ve hemen kırıldı.,,
sim_v0_20295,005,Genitive Drop,İşinin yanında sigara dağıtımcılığını sürdürdü.,[],True
seed_165,0001,Object Drop,Oyuncaklarını topladı ama hemen sonra tekrar dağıttı.,,
aug_prop_12862,0001,Gapping,"Konuralp vaktinin yarısını Kızılderili Ahmet asla yakalanmayacağı korkusuyla geçiriyordu , diğer yarısını da yakalanacağı korkusuyla .",,
sim_v0_175,005,Genitive Drop,Biri pencereye yaklaşıyor ama yüzünü seçemiyorum.,[],True
aug_prop_13018,0001,Genitive Drop,Tuğsem en sonunda Nail Gölü’nde ki evinin numarasını çevirdi ama annesi telefonu suratına kapattı .,,
aug_prop_425,005,Genitive Drop,içmesi gerek. Hayvan su içmiyorsa içmeli.,[],True
seed_1714,001,NP Drop,Bakkalda duran beni ürküttü ama diğeri iyi birine benziyor.,[],True
aug_prop_13726,004,Subject Drop,"Beni öldürecek olsa bile gülümseyeceğim ona , diye düşündü Ferda , ama bunu yapmak için dişlerini gıcırdatması gerekti .",['ona'],True
sim_v0_4112,005,Genitive Drop,Başı ırmağa atmış ve uzaklaşmasını izlemiş.,['Başı'],True
aug_prop_13738,003,Object Drop,"Bazıları beni Ülkühan diye çağırır , bazıları da Bireylül diye .",['beni'],True
aug_prop_8622,006,Subject Drop,"Emrah Jale sözlerini unuttuk , atalarımızın yaşadıklarını unuttuk .",[],True
aug_prop_4947,005,Genitive Drop,Seni bir daha rahatsız edersek  Marianne kapıyı yüzümüze kapattırır.,[],True
bgnv_0_202,001,Object Drop,"Son bir çabayla zarzor açıyor ağzını, ama çaresiz, kapatıyor.","['ağzını,']",True
aug_prop_12772,0001,Object Drop,Davut ağzını açtı ; ama Emrah eliyle kapadı .,,
sluice_874,003,Genitive Drop,Vakfın ayı avıyla ilgili telefonlar aldığını ancak kaç tane olduğunu söylemediğini söyledi.,['telefonlar'],True
aug_prop_25591,0001,Object Drop,"Özlem birkaç cümle söylemek istiyor galiba , ama doğrusu –ha ha ! – biz vazgeçirmeye çalışıyoruz .",,
aug_prop_4152,005,Object Drop,"Süleyman Esma Dilara elini uzatmıyor , kaldırıyordu ve Pinar bunu anlayamamıştı .",['elini'],True
seed_1993,001,Genitive Drop,"İnternetteki fotoğrafı daha güzeldi, mağazadakini beğenmedik.",[],True
aug_prop_2679,005,Argument Drop,Her zamanki sağduyusuyla  bahse girmemizi önerdi.,[],True
ddm4sras_0_4944,005,Genitive Drop,"Kelvin Yığını görünmüyordu, hâlâ çok uzaktaydı ama urukta belirmesi uzun zaman almayacaktı.",['Kelvin Yığını'],True
aug_prop_5028,005,Genitive Drop,Tarif ettiği gibiydi.,[],True
aug_prop_2719,005,Genitive Drop,Bath'daki tüm yaşlı kadınları büyütmemizin benim hatam olmadığını unutma.,[],True
aug_prop_4070,005,Genitive Drop,[18] Alacağını bir yerden değil  yerden aldı.,[],True
seed_2251,001,Gapping,Dedemler mezarlığa mı gidecek halamlara mı?,[],True
sim_v0_21039,005,Genitive Drop,Yemekten sonra hemen odalarımıza çekildik.,[],True
sim_v0_14780,006,Subject Drop,"Tepedeki mezarları görünce,adamlarını gönderip mezarlardaki kemikleri çıkarttı.",[],True
ysapkd_0_7672,0001,Subject Drop,"Atölyeye geri dönmeliyim, şu bodruma.",,
sim_v0_17322,005,Genitive Drop,Lublin hemen önlerindeki alandı.,[],True
sim_v0_6998,005,Genitive Drop,Aldığın şarabın parasını öde ve dışarıya çık.,[],True
sim_v0_22819,003,Subject Drop,Bayan Bland’ın hasta olduğunu iddia edebilirler veya kadının seyahatte olduğunu söyleyebilirler.,[],True
aug_prop_22958,005,Genitive Drop,"Sultan orada yaptıklarını sevmişti , ben de sevmiştim .",[],True
yaypm_0_1147,001,VP Ellipsis,Öğrencilerin hepsi hile yapmadı ama çoğu yaptı.,['hile'],True
citgnb_0_665,001,Subject Drop,"Bir daha onların güçlü ve geniş kanatlarına baktı, bir daha kendi küçük ve güçsüz kanatlarına.",[],True
aug_prop_10785,003,Genitive Drop,Nebi ne istediğini açıkladı ve Seval tekrarladı .,['Nebi'],True
eml_0_2967,001,Subject Drop,"Dudaklarını hâlâ dudaklarımda hissedebiliyordum, pürüzsüz tenini ve kollarını, ellerinin hafifçe titreyişini.",[],True
sim_v0_19100,003,Genitive Drop,Güneş yüzüne vuruyordu.,[],True
seed_1427,001,Object Drop,"Annem öğrenirse çok üzülür, ondan saklamalıyız.",[],True
sgde_0_9376,0001,Object Drop,Hepimiz ne yapılması gerektiğini biliyoruz ama sadece birimiz yapacağız.,,
fa2osad_0_994,006,NP Drop,"Cinnet, kan davası ya da çıplak kadınları kaldırabilirdi ama gördüklerine dayanamadı kalbi.",[],True
uuuklg_0_180,0001,Genitive Drop,Yeşil oğlan gösterişsiz bir önlük takıyordu ama kaba gövdesi ve dalları çıplaktı.,,
seed_516,0001,NP Drop,Porselen tabağı kırılınca plastik getiriyor artık.,,
aug_prop_1926,005,Genitive Drop,Tepeye vardıklarında gözlerinin önünde noktalar uçuşuyor  göğsü inip kalkıyordu.,[],True
aug_prop_17891,005,Genitive Drop,Sonra Zehra şapkasını taktı ve Özden döndü .,['Zehra'],True
aug_prop_3220,003,Genitive Drop,iki kontrol noktamız olacak. İstasyon hareket ettiğinde bir değil iki kontrol noktamız olacak.,[],True
sim_v0_3941,0001,Genitive Drop,"Ellerim titrerken gözyaşlarını artıyor, görüşüm bulanıyor.",,
aug_prop_1572,003,Subject Drop,Karışık bir yol izledi ve kenardan sekti.,[],True
aug_prop_5652,005,Object Drop,"Fatih fotoğrafa baktı ve gözlerini kıstı , düşündü .",[],True
sim_v0_14584,003,Subject Drop,O gün ağırladıkları Philadelphia’lı bilim adamlarından biri ile söyleşi yapacaktım.,[],True
sim_v0_17871,005,Subject Drop,Büyük Kral'in komiseri tarafından sorguya çekileceksiniz.,[],True
sim_v0_22073,003,Genitive Drop,"Yatağıma gitmeye üşendim, kanepeye uzandım.",[],True
yipn_0_481,005,Stripping,"Burada ölmeliyim, derdimle.","['Burada ölmeliyim,']",True
aug_prop_21089,005,Subject Drop,"İbrahim adlı bir çocuk dünyaya getirince efendisi azat eder , nikâhlar .",[],True
seed_470,0001,Argument Drop,Çorba tuzsuz olduğu için tuz eklediler.,,
seed_1569,001,NP Drop,"Yumuşak yastığı ben aldım, serti senin ablana verdim.",[],True
seop_0_6914,001,Genitive Drop,"Tarihi düşündüm, kayıp defterimi, başka şeyleri.",[],True
aug_prop_16805,005,Genitive Drop,"Ender Devletler hava sahasına doğru yol alırken , Gül önümüzde kayboldu .",[],True
seed_1284,0001,Subject Drop,Giresun'lu akrabalarını aradı tek tek.,,
kdybscek_0_3700,001,NP Drop,Karatay Diyeti’yle hemoroit kaybolmaz ama sıkıntısı azalır.,['hemoroit'],True
aug_prop_2107,003,Object Drop,Zaev elinde biraz çevirdi ve direksiyonu yavaşça çevirdi.,[],True
lgtpm_0_3732,001,Subject Drop,"O kitap varsa onu istiyordu, yoksa bir başkasını.",[],True
dist_0_937,001,Stripping,"Mirasçım yapacağım onu, ama bütün varlığımın değil kuşkusuz.",['Mirasçım yapacağım'],True
aug_prop_5733,003,Genitive Drop,Hatice eylül yerinden kalktı .,['Hatice eylül'],True
aug_prop_19200,0001,Genitive Drop,"Hüseyin Gözde kübra Çile Serkan , 1646 yılında komutayı devralmayı düşündü , ancak ölmesi üzerine bu plan suya düştü .",,
aug_prop_723,001,Genitive Drop,Onu tatmak istiyorum ama midem bulanıyor.,[],True
sim_v0_4167,005,Object Drop,Egwene içini çekti ve baştan aldı.,[],True
sim_v0_20543,006,Subject Drop,ABD ordusunun yarbay üniformasını giyiyordu.,[],True
aug_prop_7974,0001,Object Drop,Adam belli belirsiz bir şeyler söylüyordu bağırarak ama Ufuk duymuyordu .,,
aug_prop_11468,003,Object Drop,Merve ağzını açtı ve konuşmadan kapattı .,['ağzını'],True
sim_v0_2663,003,Genitive Drop,Annesi elini uzattı ama Johnny’e erişemiyordu.,['Johnny’e'],True
sim_v0_21383,005,Subject Drop,Eve çok geç saatte varacağız.,[],True
aug_prop_4222,003,Genitive Drop,Bir daha hapse veya hücreye girmeye hiç niyetim yoktu.,[],True
seed_1482,001,Object Drop,Bahçeyi gözden geçirdi ve sulamaya karar verdi.,[],True
seed_679,0001,Ki Expression,Duygu'nın yirmilik dişleri benimkilerden önce çıkmış.,,
aug_prop_21051,005,Genitive Drop,"Nur yüzü karardı , düşünceye daldı .",[],True
sim_v0_15889,005,NP Drop,"Kızlar çok şey biliyordu, ama yeterince bilmiyordu.",[],True
sim_v0_25410,005,Genitive Drop,Askerlerinin içinde soluyacağı mağaralar buldu ve mağaralarda saklanıp bize saldırıyorlardı.,[],True
seed_917,0001,Stripping,"Annem kahvesini şekerli içer, sade değil.",,
aug_prop_2806,003,Genitive Drop,Öfkeden gözlerim karardı  ayağa fırladım ve sopayı Rahul'ın elinden kaptım.,[],True
sim_v0_19670,006,Genitive Drop,Gürültüleri odadan duyuluyordu.,[],True
seed_2441,001,Genitive Drop,Ekranda gördüğünüz yazı.,[],True
aug_prop_8888,0001,Genitive Drop,Zekeriya bir şey demedi ama gri tellerin belirdiği kaşlarının altında ki mavi gözleri parlamıştı .,,
sim_v0_21703,003,Subject Drop,"Elinde kâğıtlar var, kâğıttan okuyor.",[],True
aug_prop_9486,003,Genitive Drop,Işin küçük kafasını salladı .,['Işin'],True
aug_prop_12094,0001,Gapping,"Demet da ölmüş olabilirdi , Ahmet melih da .",,
seed_1536,001,Argument Drop,Meşe dalını yontmaya başladı ama istediği şekli veremedi.,[],True
seed_2239,001,Gapping,"Bu apartman depremden önce yapılmış, diğeri depremden sonra.",[],True
sim_v0_27733,005,No Ellipsis,"Generalin karısı akşama doğru hastalandı, bütün ev surat astı.",[],True
aug_prop_3971,005,Object Drop,İlaçları unuttu  yine ailem bana hatırlatmadı.,['İlaçları'],True
sim_v0_14680,003,Genitive Drop,Kıvrımlı bıçak zırh eldivenini sıyırıp geçerken metallerin arasından kıvılcımlar saçıldı.,[],True
aug_prop_19531,001,Genitive Drop,"Ömer elleriyle başını kavradı , kendini korumaya çalıştı .",['Ömer'],True
seed_2261,003,NP Drop,"Porselen takımları kaldır, sonra da çelikleri.",['takımları'],True
aug_prop_17642,003,Subject Drop,Onur döviz vermiyor ve sınırları kapadı .,['Onur'],True
aug_prop_8580,006,Subject Drop,"Mukaddes Çile cebini karıştırdı , çakmağını bulup yaktı .",['Mukaddes Çile'],True
aug_prop_3836,0001,NP Drop,Meyveli yoğurt mu seversiniz yoksa sade mi?,,
pmot_0_854,005,Stripping,"Kötü bir haberi onlara ilk ben söylemek istiyorum, tam da keyifleri yerindeyken.","['Kötü bir haberi onlara ilk ben söylemek istiyorum,']",True
iscc_0_2511,0001,Subject Drop,"Gaz kolunu biraz daha itti, ama dizel motorlar ellerinden geleni yapıyordu.",,
sluice_1909,003,Genitive Drop,`` Ama ne olduğunu bilmiyordum.,[],True
aug_prop_6946,003,Subject Drop,Doğarken annesini yaktı ve Onur öldü .,[],True
aug_prop_23792,0001,Genitive Drop,"Melahat , "" Biz yalnızca mektubu istiyoruz , "" dedi ama yüzünde tuhaf sinsi bir gülümseme belirdi .",,
aug_prop_5147,005,Subject Drop,beklendiği gibi gelmişti. Parsel beklendiği gibi geldi.,['Parsel'],True
seed_576,0001,NP Drop,Paramparça bardağı görünce yerine sağlamını koydu.,,
sim_v0_22058,003,Subject Drop,"Burnundan kan süzülüyor, dudaklarından damlıyordu.",['kan'],True
aug_prop_17109,0001,Object Drop,"Emin , Özgür sinan kısa , kalın bir sigara sundu , ama o reddetti .",,
aug_prop_199,003,Subject Drop,Erny ona baktı ve güçlükle yutkundu.,['Erny'],True
aug_prop_18834,005,Genitive Drop,İzzettin başıyla onayladı .,['İzzettin'],True
aug_prop_17698,006,Argument Drop,Sonra Tuğba yaklaştı ve vücutları birleşti .,[],True
sim_v0_20777,003,Subject Drop,Yemekten sonra hemen odasına çekildi.,[],True
aug_prop_15344,0001,Genitive Drop,"Tansu önce çağrıyı sevinçle karşıladı , ama sonra gözü odanın öteki ucunda bir koltukta oturan öğrenci sevgilisine takıldı .",,
aug_prop_18423,003,No Ellipsis,"Bedri Hamza yok , o kesin .",[],True
agaogkmu_0_618,0001,Gapping,"Yabancıların çıkıp geldikleri sonbahar kışa döndü, kış bahara, bahar yaza ve yaz yeni bir sonbahara.",,
aug_prop_4028,006,Argument Drop,Bana kendisi inanmıyor ama eminim.,[],True
aug_prop_8254,003,Subject Drop,Haci mehmet soluğunu bıraktı ve dudağını ısırdı .,['Haci mehmet'],True
sim_v0_245,0001,Genitive Drop,"Başı omzuna düşmüş, gözleri kapanmıştı.",,
sim_v0_17299,005,Genitive Drop,Karlar neredeyse belimize kadar çıkıyordu.,[],True
aug_prop_6456,000,Subject Drop,Serkan en büyük korkularımı dünyaya ifşa etmek için bekliyor ama kartı ona vermiyorum .,[],True
aug_prop_13873,0001,Gapping,"Elif çiler da ölmüş olabilirdi , Cahit da .",,
seed_2223,003,VP Ellipsis,Öğrenci ne geçen dönemin konularını biliyor ne bu dönemin.,['konularını biliyor'],True
seed_1446,003,Genitive Drop,Adam dosyaları getireceğini söylemişti ama getirmedi.,[],True
aug_prop_3178,006,Subject Drop,Ölmeden önce kızı Gülbeden'in anılarında belirttiği gibi yerine Humayun'un geçmesini istemiştir.,[],True
ydg_1_4273,0001,Subject Drop,Grey bu ironiyi anlamıştı ama cevap vermedi; galip kendisiydi.,,
